Marchio;Nome;Prezzo;Valutazione;Colore
Geox;D Myria B, Scarpe da Ginnastica Donna;90,08;4,5;Nero
Geox;D Dandra B, Sandali Donna;64,37;4,1;Nero
Geox;D Spherica B, Mocassino Donna;89,9;3,7;Nero
Geox;D Panarea C, Sandali con Zeppa Donna;89,9;4,2;Nero
Clarks;Calla Rae Mocassino basso Donna;103,72;4,3;Nero
Lumberjack;Cecilia, Scarpe da Ginnastica Donna;119,9;4,1;Nero
Lumberjack;Ramone, Stivali Chelsea Donna;119,9;4,2;Nero
Geox;D Annytah Moc A, Mocassino Donna;28,98;3,8;Nero
Lumberjack;Stivale Donna RAMONE SWC2107-002 S01 CB001 BLACK;69,21;3,9;Nero
Clarks;Un Rio Tie, Scarpe da Ginnastica Donna;98,36;4,4;Nero
Geox;D Serilda F, Moccasin Donna;98,36;4;Nero
Clarks;Jenette Ease, Ballet Flat Donna;121,13;4,2;Nero
Geox;D Palmaria B, Balletto Piatto Donna;80,29;4,4;Nero
Geox;D Brionia, Sandali Donna;98,28;4,3;Nero
Geox;J Sandal Kodette Gir, Donna;98,28;5;Nero
Geox;D Falena B ABX D, Scarpe da Ginnastica Donna;41,47;4,6;Nero
Clarks;Alda Strap, Sandali Donna;58,21;4,3;Nero
Geox;D. Ischia Corda, Sandali Donna;64,17;3,8;Nero
Clarks;Westlynn Ayla, Mocassino Donna;53,27;4,4;Nero
Clarks;Coast Daisy, Sandali Donna;53,06;4,2;Nero
Geox;D Hoara B, Stivale alla Caviglia Donna;69,9;4,6;Nero
Geox;D New Eraklia 50, Sandalo con Tacco Donna;69,9;3,7;Nero
Geox;D Iridea D36hrh043, Stivali Donna;73,94;4,3;Nero
Geox;D Pontoise F, Scarpe da Ginnastica Donna;99,9;4,3;Nero
Geox;D Spherica C, Scarpe da Ginnastica Donna;99,9;3,5;Nero
Geox;D Felicity A, Stivale alla Caviglia Donna;42,92;3,9;Nero
Clarks;Havisham Edge, Mocassino Donna;64,11;3,5;Nero
Geox;D New Marykarmen A, Sandalo con Tacco Donna;90,16;3,8;Nero
Geox;D Palmaria F, Mocassino Donna;90,16;4,2;Nero
Geox;D Spherica 4x4 B ABX, Scarpe da Ginnastica Donna;48,93;4,4;Nero
Geox;D Lampedusa D, Sandalo Espadrillas con Zeppa Donna;63,44;3,9;Nero
Clarks;April Cove, Sandali Sportivi Donna;63,44;4,2;Nero
Geox;D Giselda A, Mary Jane Donna;71,19;2,9;Nero
Geox;D Sorapis + Grip A, Sandali Sportivi Donna;72,55;4;Nero
Clarks;Brynn Madi, Flip Flop Donna;50,81;3,7;Nero
Clarks;Orinoco2 Edge, Mocassini Donna;35,31;4,1;Nero
Geox;Geox Women's D Alleniee B Sneaker;76,2;3,1;Nero
Clarks;Clarkwell Demi, Scarpe Chukka Donna;57,3;4;Nero
Clarks;Clarkwell Demi, Scarpe Chukka Donna;36,1;3,1;Nero
Clarks;Wallabeeevo, Scarpe da Ginnastica Donna;74,2;4,2;Nero
Clarks;Tivoli Strap, Scarpe da Ginnastica Donna;70,01;4,1;Nero
Clarks;Aspra - Stivali alti al ginocchio da donna;32,34;3,5;Nero
Geox;D Spherica 4x4 B ABX, Sneakers Donna, 37 EU;122,87;4,4;Nero
Geox;D Charlene C, Balletto Piatto Bambine e Ragazze;122,87;4,2;Nero
Clarks;Rose Way, Sandal Donna;53,42;4,1;Nero
Lumberjack;Sneakers Donna SWF8005-007;55,3;5;Nero
Clarks;Clara Rae, Sandali Donna;45,07;4,1;Nero
Geox;D Xand 2s C, Sandali Sportivi Donna;64,99;5;Nero
Geox;D Jaylon 2 A, Stivale alla Caviglia Donna;34,25;4,4;Nero
Clarks;Maye Bella, Stivali alla Moda Donna;72,29;5;Nero
Clarks;Freva55 Court, Pump Donna;99,95;4;Nero
Geox;D New Eraklia 50, Sandalo con Tacco Donna;99,95;4;Nero
Clarks;Sillian Bella, Scarpa Mary Jane Donna;61,55;4,2;Nero
Geox;D Serilda 60 E, Stivale alla Caviglia Donna;60,75;5;Nero
Geox;D Diamanta B, Platform Donna;78,8;4,2;Nero
Clarks;Fawna Lily, Ballerine Donna;67,93;3,6;Nero
Geox;J Shaylax Girl, Stivale alla Caviglia Donna;99,95;5;Nero
Geox;D KENCY A, Scarpe da Ginnastica Donna;99,95;4,3;Nero
Lumberjack;Ramone, Stivaletti Bassi con Lacci Donna;59,94;4,2;Nero
Geox;D Myria, Sneakers Donna;60,16;4,3;Nero
Geox;D Aurely 50 B, Sandali Donna;52,25;4,5;Nero
Clarks;Orinoco2 Spice, Stivali Donna;90,08;4;Nero
Clarks;Freckle Walk, Mocassino Donna;90,08;3,5;Nero
Geox;D Xand 2.1s B, Sandali scorrevoli Donna;76,66;4,9;Nero
Geox;D Spherica B, Scarpe da Ginnastica Donna;81,89;2;Nero
Geox;D Marsilea A, Balletto Piatto Donna;81,89;4;Nero
Geox;D Sozy S B, Sandali Piatti Donna;56,97;3,5;Nero
Geox;D Graisy A, Scarpe da Ginnastica Donna;61,43;4,3;Nero
Clarks;Craftcup Walk, Scarpe da Ginnastica Donna;56;4,2;Nero
Clarks;Drift Ave, Sandali Bassi Donna;61,33;4,5;Nero
Geox;D Pheby 80, Stivale alla Caviglia Donna;50,54;4,3;Nero
Lumberjack;Scarpe Sneakers Donna Eco Pelle Black;81,89;4,2;Nero
Geox;D Rawelle A, Stivale alla Caviglia Donna;81,89;3,8;Nero
Clarks;Kassanda Lily, Sandali Donna;48,36;4,2;Nero
Geox;D Brionia High, Scarpa con Cinturino Posteriore Donna;93,95;5;Nero
Clarks;Desirae Palm, Sandali con Tacco Donna;64,87;5;Nero
Geox;D Diamanta D, Scarpe da Ginnastica Donna;48,28;5;Nero
Geox;D Felicity B, Stivale alla Caviglia Donna;30,63;3,9;Nero
Geox;D Elidea Wedge A, Stivale alla Caviglia Donna;57,34;4;Nero
Geox;D Asheely NP ABX C, Stivaletti Donna;72,1;4,3;Nero
Clarks;Clara Cove, Sandali Donna;54,4;4,3;Nero
Timberland;Capri Sunset Wedge, Ciabatte Donna;55,99;4,1;Nero
Geox;D Vega B, Sandali Sportivi Donna;50,2;4,1;Nero
Geox;J Kalispera Girl A, Scarpe da Ginnastica Donna;90,24;4;Nero
Clarks;Amanda Sprint, Sandali Sportivi Donna;49,99;4;Nero
Geox;D Elidea C, Stivale alla Caviglia Donna;46,12;3,8;Nero
Geox;D Vilde C, Moccasin Donna;122,87;3,5;Nero
Geox;D Lisbona A, Sandali con Zeppa Donna;122,87;4,2;Nero
Geox;D New Brionia High A, Sandali Piatti Donna;97,09;4,1;Nero
Geox;D Vilde H, Moccasin Donna;129,9;4,1;Nero
Geox;D Sukie A, Sneakers Donna;129,9;4,2;Nero
Geox;D Annytah D, Balletto Piatto Donna;75,7;3,7;Nero
Geox;D Iridea D36hrb023, Stivali Donna;48,72;4,7;Nero
Geox;Geox Women's D Serilda 60 C Moccasin;68,89;4,2;Nero
Clarks;Sandali da donna – Sandali con cinturino Amali May firma;75,44;4;Nero
Geox;D Skyely E, Sneakers Donna;106,48;4,1;Nero
Geox;D Aurely 50 B, Sandalo con Tacco Donna;106,48;4,5;Nero
Clarks;Freva55 Zip, Scarpe Chukka Donna;33,16;4;Nero
Clarks;Amanda Tealite, Sandali Sportivi Donna;72,58;4,3;Nero
Geox;D Graisy B, Stivale alla Caviglia Donna;132,54;3,5;Nero
Geox;D Sozy Plus A, Sandali Piatti Donna;110,23;5;Nero
Clarks;Bubble???? ??ashland ????ashland Bubble???? Ashland?????? ????ashland Bubble, Mocassino Donna, / US Frauen;60,22;4,4;Nero
Geox;D Cloridie B, Moccasin Donna;53,65;4,4;Nero
Lumberjack;Michiel SWH8513 Black Scarponcini Beatles per Donna in pelle;54,47;4,6;Nero
Geox;D New Aneko B ABX B, Scarpe da Ginnastica Donna;68,02;4;Nero
Clarks;Jocelynne Cam, Scarpe décolleté Donna;54,51;4,2;Nero
Clarks;Aristella Rose, Sandali Donna;98,28;3,9;Nero
Geox;D Gelsa B, Sandali con Zeppa Donna;98,28;4,3;Nero
Geox;D Graisy D, Stivale alla Caviglia Donna;44,34;4;Nero
Clarks;Desirae Lily, Sandali con Tacco Donna;58,35;4,4;Nero
Clarks;Coast Cross, Sandali scorrevoli Donna;55,03;3,9;Nero
Geox;D Annytah B, Balletto Piatto Donna;106,48;3,7;Nero
Clarks;Fawna Jane, Ballerine Donna;106,48;4,2;Nero
Geox;D Doralea B, Sneakers Donna;53,44;4,3;Nero
Clarks;Hearth Rae, Stivali alla Moda Donna;109,36;3,7;Nero
Clarks;Karsea Strap, Sandali Donna;149,9;4,8;Nero
Clarks;Cedro Divertente, Stivali alla Moda Donna;149,9;4,8;Nero
Geox;D Phaolae A, Stivaletti Donna;58,07;4,1;Nero
Geox;D Cloridie A, Moccasin Donna;73,76;4,2;Nero
Geox;D Annytah B, Balletto Piatto Donna;60,74;4;Nero
Geox;D Damiana, Stivale Alto al Ginocchio Donna;64,17;4,5;Nero
Clarks;Sandali Kyarra Joy con zeppa;57,34;4,2;Nero
Lumberjack;Modesta, Scarpe Impermeabili Donna;61,76;3,8;Nero
Clarks;Loriini Ovest, Mocassino Donna;44,2;4,3;Nero
Clarks;Sandalo piatto da Donna Coast Shine;90,08;4,4;Nero
Clarks;Sharon Aster, Mocassino Donna;90,08;4,2;Nero
Geox;D Marsilea B, Loafer Flat Donna;72,48;4,2;Nero
Geox;D New Kency A, Scarpe da Ginnastica Donna;87,75;4,3;Nero
Clarks;Calenne Clara, Sandali con Zeppa Donna;45,6;4;Nero
Geox;D Catria, Stivale alla Caviglia Donna;43,01;4,2;Nero
Geox;D New Annya Mid B, Stivaletti Donna;71;4,3;Nero
Geox;D Brionia, Sandali Donna;71;4,2;Nero
Geox;D New Brionia B B, Sandali Piatti Donna;71,39;3,6;Nero
Clarks;261787094, Scarpa Mary Jane Donna;94,44;5;Nero
Geox;D Naileen A, Sandalo Scorrevole Donna;94,44;4;Nero
Geox;D BIGLIANA A, Décolleté, Donna;49,09;4,2;Nero
Geox;D Floretia A, Mary Jane Appartamento Donna;54,07;4;Nero
Geox;D Hoara D, Stivali Donna;61,6;4,3;Nero
Geox;D Sozy S, Sandali Piatti Donna;87,1;3,8;Nero
Clarks;Griffin Mia, Mocassino Donna;90,08;4,2;Nero
Geox;D Xand 2.1s C, Sandalo Piatto Donna;90,08;4,3;Nero
Geox;D Jaylon 2 D, Stivale alla Caviglia Donna;88,44;3,5;Nero
Clarks;Un Loop II, Mocassini Donna;98,28;4,5;Nero
Clarks;Premium Caroline Pearl;98,28;5;Nero
Geox;D Vilde, Stivale alla Caviglia Donna;41,42;3,8;Nero
Clarks;Cielo Zylah, Mocassino Donna;46,07;4,2;Nero
Clarks;Kyarra Aster, Sandali con Zeppa Donna;73,69;4,5;Nero
Geox;Sandalo sportivo da donna D SPHERICA EC5 D, nero, 37 EU, Nero, 37 EU;73,69;3,6;Nero
Geox;D Skyely C, Sneakers Donna;47,43;5;Nero
Geox;D Meleda A, Sneakers Donna;49,17;4,4;Nero
Geox;D Maddalusiac D, Sandalo Scorrevole Donna;86,6;4;Nero
Geox;D Felleny C, Stivale alla Caviglia Donna;46,7;4,4;Nero
Clarks;Havisham Edge, Mocassino Donna;66,13;3,9;Nero
Geox;D Brionia, Sandali Donna;66,13;4,2;Nero
Geox;D Panarea, Sandalo Espadrillas con Zeppa Donna;46,48;4,5;Nero
Clarks;Viola 55 Rae Scarpe in Pelle Nero Wide Fit Taglia 4½, Nero;47,25;4,6;Nero
Geox;D Iridea B ABX C, Stivaletti Donna, 39 EU;61,13;4,4;Nero
Geox;D Blomiee E, Sneakers Donna;60,64;4,3;Nero
Geox;D Eolie A, Sandali con Zeppa Donna;68,3;4,2;Nero
Clarks;Clarks Adriel Viola Womens Wide Court Shoe;69,81;3,7;Nero
Geox;J Eclair Girl, Stivale alla Caviglia Donna;96,05;4,5;Nero
Geox;D Tabelya, Scarpe da Ginnastica Donna;108,42;2,8;Nero
Geox;D Maurica B, Scarpe da Ginnastica Donna;139,9;3,9;Nero
Geox;D Giulila, Stivale alla Caviglia Donna;139,9;3,4;Nero
Geox;D Damiana J, Stivali Donna;55,57;2,9;Nero
Geox;U Sandal Ghita, Bambine e Ragazze;31,78;3,8;Nero
Geox;D Felicity NP ABX A, Stivaletti Donna;63,33;4;Nero
Geox;D Hoara, Stivale alla Caviglia Donna;109,9;4;Nero
Geox;D Iridea A, Moccasin Donna;109,9;4,1;Nero
Geox;J Shawntel Girl, Stivale alla Caviglia Donna;59,76;1,9;Nero
Geox;D Ilde B, Moccasin Zeppe Donna;88,16;3,5;Nero
Geox;D Faviola B, Stivaletti Donna;70,45;4;Nero
Clarks;Serena Paige, Mocassino Donna;44,3;4;Nero
Clarks;Botanic Ivy, Sandali con Cinturino alla Caviglia Donna;65,53;4;Nero
Geox;D Palmaria J, Loafer Flat Donna;65,53;3,8;Nero
Geox;D Sorapis + Grip B, Sandali Sportivi Donna;52,68;4,3;Nero
Geox;D Faviola C, Pompa Donna;89,6;4,6;Nero
Geox;D Rawelle C, Stivale alla Caviglia Donna;81,14;3;Nero
Geox;D Giselda C, Stivale alla Caviglia Donna;90,08;4,8;Nero
Lumberjack;Scarpa Sportiva Stowe SWA6711;90,08;4;Nero
Clarks;Elayne Cross, Sandali Donna;64,19;4,2;Nero
Geox;D Felicity, Stivali Alti al Ginocchio Donna;58,43;5;Nero
Geox;D Felicity NP ABX, Caviglia Barca Donna;102,41;4;Nero
Clarks;Mira Sun, Sandali Donna;149,9;3,4;Nero
Geox;D Bigliana, Pompa Donna;149,9;5;Nero
Geox;D Faviola, Pompa Donna;58,79;4,5;Nero
Geox;D Xand 2.1s, Sandal Donna;45,43;3,7;Nero
Geox;D Amabel A, Scarpe da Ginnastica Donna;49,81;4,4;Nero
Geox;Donna D Palmaria A Ballerine,;91,44;3,6;Nero
Geox;Geox Women's D Spherica Ec1 Ankle Boot;119,9;4,9;Nero
Geox;D Sozy S D, Sandali Piatti Donna;119,9;4,2;Nero
Geox;D Calithe A, Scarpe da Ginnastica Donna;50,57;5;Nero
Clarks;Rose Ease, Sandali Donna;52,32;4,6;Nero
Geox;D Amabel A, Scarpe da Ginnastica Donna;66,06;2,8;Nero
Geox;D Xand 2.2s A, Sandalo con Zeppa Donna;106,48;4;Nero
Geox;J Shaylax Girl, Stivale alla Caviglia Donna;106,48;4,6;Nero
Geox;D Eolie, Espadrille Wedge Sandal Donna;72,07;5;Nero
Clarks;Ledwick Haley, Stivali alla Moda Donna;65,37;4,2;Nero
Clarks;Tivoli Lane, Stivali alla Moda Donna;61,23;4,1;Nero
Geox;D Vilde, Stivale alla Caviglia Donna;89,9;5;Nero
Clarks;Flores Tulip, Sandali a Punta Chiusa Donna;89,9;4,5;Nero
Geox;D Annytah A, Balletto Piatto Donna;85,67;3,5;Nero
Clarks;Clarkwell Lace, Stivali alla Moda Donna;119,9;4;Nero
Lumberjack;Marty, Sandali con Zeppa Donna;119,9;4,7;Nero
Lumberjack;Mocassini Slip-On Agatha Nero Nero CB001;57,04;4,2;Nero
Clarks;Focolare Kaylie, Stivali alla Moda Donna;127,19;4,1;Nero
Clarks;Drift Sun, Sandali con Zeppa Donna;84;5;Nero
Geox;D Nebula 2.0 B, Scarpe da Ginnastica Donna;119,9;3,6;Nero
Lumberjack;Elyse, Anfibi Donna;119,9;4,5;Nero
Geox;D Coronilla A, Mary Jane Donna;34,5;4;Nero
Geox;D Myria H, Sneakers Donna;63,04;4,3;Nero
Lumberjack;Toula, Stivali Chelsea Donna;64,34;5;Nero
Geox;D Spherica Ec1 C, Moccasin Donna;48,24;4,3;Nero
Geox;D Felicity, Stivale alla Caviglia Donna;90,91;4;Nero
Timberland;Newport bay Leather Oxford, Donna;78,79;4,4;Nero
Timberland;Greyfield 2-Strap, Sandali Donna;60,75;4,1;Nero
Geox;D Umbretta A, Scarpe Donna;108,69;4,4;Nero
Clarks;Cerniera Freva55, Scarpe Chukka Donna;130;4,4;Nero
Lumberjack;Stivale Donna SWH7507-001;130;4,3;Nero
Clarks;Caroline Pearl, Mocassino Donna;50,44;5;Nero
Geox;D Alleniee, Scarpe da Ginnastica Donna;50,45;3,7;Nero
Geox;Geox Women's D Cosmopolis + Grip Moccasin;48,28;3,9;Nero
Clarks;Clarks Women's Hamble Loafer;72,97;4,1;Nero
Geox;D Bulmya A, Sneakers Bambine e Ragazze;51,7;4,8;Nero
Geox;D Arlara A, Mocassini Donna;81,89;4,8;Nero
Geox;D Sandal Onice, Donna;81,89;3,8;Nero
Geox;D Palmaria C, Loafer Flat Donna;74,69;5;Nero
Geox;D Palmaria G, Mocassino Donna;90,08;2,8;Nero
Geox;D Braies B ABX B, Scarpe da Ginnastica Donna;90,08;5;Nero
Geox;D Catria C, Stivali Donna;56,74;3,6;Nero
Geox;D Dalyla A, Scarpe da Ginnastica Donna;55,88;4,2;Nero
Geox;D Dandra C, Sandali scorrevoli Donna;58,57;4,1;Nero
Geox;D Rawelle, Caviglia Barca Donna;57,66;4,3;Nero
Clarks;Kayleigh Mid, Stivali Donna;29,25;2,6;Nero
Geox;D Lauressa B, Sneakers Donna;88,48;4;Nero
Timberland;Carnaby Cool Oxford, Scarpe da Ginnastica Donna;63,94;4;Nero
Geox;D New Eraklia 80 F, Sandalo con Tacco Donna;70,11;4,2;Nero
Geox;D Arlara D, Stivale alla Caviglia Donna;74,3;5;Nero
Geox;D Zosma A, Scarpe da Ginnastica Donna;46,61;4,3;Nero
Timberland;Bailey Park 2 Strap Sandal, Donna;67,61;5;Nero
Geox;D Serilda B, Stivale alla Caviglia Donna;75,53;4,6;Nero
Clarks;Clarkford Top;47,96;5;Nero
Geox;D Larysse, Stivale alla Caviglia Donna;87,66;3,4;Nero
Geox;D Iridea D36hrc000, Stivali Donna;70,92;4,6;Nero
Geox;D Nebula 2.0 C, Scarpe da Ginnastica Donna;90,83;4,2;Nero
Geox;D Leelu', Scarpe da Ginnastica Donna;119,9;4,1;Nero
Clarks;Jemsa Cross, Sandali Donna;119,9;4,4;Nero
Clarks;Sillian Bella, Scarpa Mary Jane Donna;330,15;4,8;Nero
Geox;D Iridea, Stivaletti Donna;58,34;4,1;Nero
Geox;D Giselda R C, Classico Donna;69,91;2,5;Nero
Clarks;Un Loop Stride, Loafer Donna;136,1;4,2;Nero
Geox;D Leuca D, Sandali Piatti Donna;139,9;5;Nero
Clarks;Annadel Mystic, Sandali con Tacco Donna;139,9;5;Nero
Geox;D New Eraklia 80f, Sandali con Tacco Donna;40,8;3,9;Nero
Geox;D Spherica Actif X2, Scarpe da Ginnastica Donna;68,16;4,2;Nero
Geox;D Annytah B, Ballerine Donna;99,95;4;Nero
Geox;D Spherica C, Sneakers Donna;99,95;3,8;Nero
Geox;D Sozy S Y, Sandali Donna;71,69;4,2;Nero
Geox;D New Eraklia 80, Sandal Bambine e Ragazze;78,67;3,5;Nero
Geox;D Pheby 80 F, Stivaletti Donna;106,48;3,8;Nero
Geox;D Spherica 4x4 B ABX, Stivale alla Caviglia Donna;106,48;4;Nero
Geox;D Marykarmen A, Sandali con Zeppa Donna;73,69;3,8;Nero
Clarks;Kassanda Step, Sandali Donna;90,13;4,1;Nero
Clarks;Tivoli Walk, Scarpe da Ginnastica Donna;120;3,2;Nero
Lumberjack;Cecilia, Scarpe con Lacci Donna;120;3,3;Nero
Geox;D Felicity, Stivale alla Caviglia Donna;96,05;4,2;Nero
Geox;D Iridea D26hrq000, Stivali Donna;48,93;3,8;Nero
Geox;D Lisbona, Sandal Donna;52,76;3,5;Nero
Geox;Spherica Ec7 Donna Stivali Nero;98,28;4,1;Nero
Geox;D Felicity, Stivale alla Caviglia Donna;98,28;4,1;Nero
Geox;D Spherica Ec1, Moccasin Donna;46;4;Nero
Geox;D New Eraklia 50, Sandalo Bambine e Ragazze;106,48;4,2;Nero
Clarks;Rifinitura A Camera, Anfibi Donna;106,48;4,4;Nero
Clarks;Lana Shore, Sandali con Zeppa Donna;72;3,8;Nero
Geox;D New Asheel, Stivale alla Caviglia Bambine e Ragazze;109,9;3,8;Nero
Geox;D Serilda 60 B, Stivale alla Caviglia Donna;109,9;4,2;Nero
Geox;D Xand 2.2s C, Sandali con Zeppa Donna;51,32;4,2;Nero
Geox;D Iridea D36hri000, Stivali Donna;103,72;4;Nero
Clarks;Craft Cup Walk, Scarpe da Ginnastica Donna;119,9;4,8;Nero
Geox;Donna D Catria A Stivaletti;119,9;3,9;Nero
Geox;D Spherica Ec1 C, Moccasin Donna;93,65;5;Nero
Geox;D Coronilla B, Stivale alla Caviglia Donna;86,98;4;Nero
Geox;D Felicity, Stivale alla Caviglia Donna;43,51;4,2;Nero
Geox;D Iridea D, Stivaletti Donna;69,82;3,7;Nero
Lumberjack;Modesta, Stivaletti Bassi con Lacci Donna;78,28;4,6;Nero
Geox;D Iridea D26hrn043, Stivali Donna;106,48;4,5;Nero
Geox;D Bulmya A, Sneakers Donna;106,48;4,4;Nero
Geox;D Brionia High, Sandal Donna;57,26;4,5;Nero
Geox;D Spherica Ec1 A, Scarpe Donna;37,66;4;Nero
Geox;D Elidea Wedge B, Stivale alla Caviglia Donna;122,87;4,4;Nero
Geox;Donna D Eleana B Stivaletti;122,87;4;Nero
Geox;D Alleniee B, Scarpe da Ginnastica Donna, Nero, 37 EU;56,13;4,4;Nero
Geox;D Iridea D36hrd000, Stivali Donna;76,24;4,4;Nero
Geox;D Iridea D26hrd043, Stivali Donna;114,67;4,1;Nero
Geox;D Sozy S, Sandali Piatti Donna;114,67;3,5;Nero
Geox;D New Aneko B Abx A Stivaletti Donna;72,1;3,9;Nero
Geox;D Spherica Ec1 C, Stivaletti Donna;98,28;1;Nero
Geox;D Felicity A, Stivali Donna;98,28;4,6;Nero
Clarks;Ambyrlyn Ruby, Sandali con Tacco Donna;68,84;2,5;Nero
Geox;D PHEBY 80 E, Décolleté, Donna;114,67;5;Nero
Geox;D Blomiee D, Scarpe da Ginnastica Donna;114,67;1;Nero
Lumberjack;Elyse, Anfibi Donna;88,14;5;Nero
Geox;D Elidea B, Stivale alla Caviglia Donna;139,9;4;Nero
Geox;D Iridea D, Stivali alla Moda Donna;139,9;2,8;Nero
Clarks;Mayhill Top, Stivali Chelsea Donna;63,43;4;Nero
Geox;D Iridea M, Stivali Donna;67,33;4,1;Nero
Geox;D Iridea B ABX B, Stivaletti Donna;131,07;3,9;Nero
Geox;D Vilde E, Stivali alla Moda Donna;131,07;3;Nero
Clarks;Freckle Bar, Ballet Flat Donna;45,84;4,2;Nero
Geox;D Jaylon 2 A, Stivaletti Donna;139,26;4,3;Nero
Geox;D Spherica Ec1, Stivale alla Caviglia Donna;139,26;4,8;Nero
Geox;D Gardenia C, Sandali Donna;52,09;4,2;Nero
Timberland;Fisherman Sandal, Donna;68,77;5;Nero
Geox;Donna Brogue H, Mocassini;73,67;4,3;Nero
Geox;D New Eraklia 50, Sandalo Donna;122,87;4,4;Nero
Clarks;Hope Henley, Mocassini Donna;122,87;4,4;Nero
Clarks;Orinoco2;78,27;4;Nero
Geox;D Vilde C, Moccasin Donna;90,08;3,8;Nero
Geox;D Nebula C, Sneaker Donna;90,08;4,3;Nero
Geox;D Spherica Ec4.1 A, Scarpe da Ginnastica Donna;93,44;4,1;Nero
Geox;D Xand 2s, Sandal Donna;70,37;4,6;Nero
Geox;D Serilda 60 C, Moccasin Donna;89,34;2,5;Nero
Geox;D Eleana A, Stivali alla Moda Donna;98,28;4,7;Nero
Lumberjack;Stivaletto Donna SWE7113-001;98,28;5;Nero
Geox;D Dandra 40 C, Sandali con Zeppa Donna;81,18;4,7;Nero
Geox;D Damiana, Stivale Alto al Ginocchio Donna;46,55;4,3;Nero
Lumberjack;Mocassino Donna SWK1902-001;70,54;4,5;Nero
Timberland;Carnaby Cool, Stivali Donna;79,63;4,2;Nero
Geox;D Adacter W B, Scarpe da Ginnastica Donna, Nero, 35 EU;109,2;4,3;Nero
Geox;D Serilda A, Stivali alla Moda Donna;159,9;4,3;Nero
Lumberjack;Elyse, Stivali Chelsea Donna;159,9;4,1;Nero
Clarks;Jaunt Lace, Scarpe da Ginnastica Donna;90,07;4,2;Nero
Clarks;Un Karely Sun, Sandali Donna;98,28;4,4;Nero
Clarks;Ayla Basso, Ballerine Donna;108,05;4,5;Nero
Geox;D Serilda D, Stivale alla Caviglia Donna;155,66;4;Nero
Timberland;Berlin Park Oxford, Sneakers Basse Donna;155,66;4,3;Nero
Clarks;Funny Dream, Derby Donna;31,96;3,7;Nero
Lumberjack;Monica, Stivali alla Moda Donna;47,66;3,5;Nero
Clarks;Linvale Jerica, Scarpe décolleté Donna;32,31;5;Nero
Geox;D Graisy F, Stivale alla Caviglia Donna;73,72;4,1;Nero
Geox;D Damiana C, Stivaletto Donna;135,25;1,6;Nero
Clarks;Boot, Stivali Desert Boots Donna;135,25;4,6;Nero
Geox;J Kalispera Girl B, Sneaker a Collo Alto Donna;64,61;4,2;Nero
Geox;D Kleopy B, Pompa Donna;140,09;3,8;Nero
Clarks;Orinoco Club, Stivali Chelsea Donna;147,46;4,4;Nero
Geox;D New Eraklia 80, Sandalo con Tacco Donna;147,46;4,1;Nero
Geox;D Adacter S D, Sandalo Piatto Donna;64,38;4;Nero
Geox;D Iridea G, Stivali Donna;79,35;4,2;Nero
Clarks;Juliet Lora, Mocassini Donna;139,26;4;Nero
Geox;D Meliconia A, Sandalo con Zeppa Donna;139,26;2,9;Nero
Geox;D Bleyze K, Mocassini Donna;67,37;4,1;Nero
Geox;D Marsilea C, Loafer Flat Donna;67,03;4,4;Nero
Geox;D Hoara, Stivale alla Caviglia Donna;40,86;4,4;Nero
Clarks;Arla Onda, Sandali a Ciabatta Donna;64,57;4,2;Nero
Geox;D Felicity Smooth Leather, Stivali Donna;61,93;4,4;Nero
Clarks;Trish Strap, Stivali Chelsea Donna;40,84;4,6;Nero
Geox;D Virnilisa 65 A, Pompa Donna;139,3;3,8;Nero
Geox;D Faviola, Pompa Donna;66,48;4,7;Nero
Geox;D Vilde D, Stivali alla Moda Donna;95,07;5;Nero
Geox;J Kalispera Girl D, Scarpe da Ginnastica Donna;98,28;4,5;Nero
Clarks;Un Elda Lo, Stivali Arricciati Donna;98,28;4,2;Nero
Geox;D Giselda, Stivale alla Caviglia Donna;82,43;4;Nero
Lumberjack;Stivaletto Donna SWH7513-001;72,87;4,5;Nero
Geox;D Serilda G, Stivale alla Caviglia Donna;116;4,2;Nero
Geox;D Lisbona B, Sandali con Zeppa Donna;59,01;4,2;Nero
Clarks;Stile di Rinnovo, Stivali alla Moda Donna;47,6;4,4;Nero
Geox;D Genziana Mid, Sandal Donna;131,14;4,2;Nero
Geox;D Aerantis A, Scarpe da Ginnastica Donna;78,62;4,6;Nero
Timberland;Safari Dawn A23HW - Olive;34,34;4,1;Nero
Geox;D Maurica A, Scarpe da Ginnastica Donna;94,59;4,3;Nero
Clarks;Westlynn Ayla, Mocassino Donna;122,87;3,5;Nero
Geox;D Spherica Ec1 E, Stivale alla Caviglia Donna;90,59;4,4;Nero
Clarks;Maye Strap, Chelsea Boot Donna;98,32;3,7;Nero
Geox;D New Eraklia 50, Sandalo Donna;62,86;4,4;Nero
Geox;D Iridea D36hre000, Stivali Donna;68,72;3,4;Nero
Clarks;Flores Tulip, Sandali a Punta Chiusa Donna;71,11;5;Nero
Geox;D Giulila, Stivaletti Donna;76,4;5;Nero
Geox;D Coronilla D, Stivale alla Caviglia Donna;119,9;3,3;Nero
Geox;D Lamidie + Grip ABX, Stivale alla Caviglia Donna;119,9;5;Nero
Geox;D New Asheel, Stivale alla Caviglia Donna;56,28;4,4;Nero
Geox;D Iridea D04hrg0bc, Stivali Donna;131,07;4,3;Nero
